Written by banddownfolder on 2023-08-16 17:17:21.092218
     2
    27
   1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
   1    1    1    1    1    1    1    1    1    1    1    1 
  -1   -1   -1    1    1    0.002627   -0.000001
  -1   -1   -1    1    2   -0.000001   -0.000000
  -1   -1   -1    2    1   -0.000001    0.000001
  -1   -1   -1    2    2    0.002621   -0.000000
  -1   -1    0    1    1   -0.018778   -0.000000
  -1   -1    0    1    2   -0.000000   -0.000000
  -1   -1    0    2    1    0.000000    0.000001
  -1   -1    0    2    2    0.049354   -0.000001
  -1   -1    1    1    1    0.002609   -0.000000
  -1   -1    1    1    2    0.000000    0.000000
  -1   -1    1    2    1   -0.000001   -0.000000
  -1   -1    1    2    2    0.002610    0.000001
  -1    0   -1    1    1    0.032316    0.000001
  -1    0   -1    1    2   -0.029492    0.000000
  -1    0   -1    2    1   -0.029494   -0.000000
  -1    0   -1    2    2   -0.001745    0.000000
  -1    0    0    1    1   -0.173720   -0.000001
  -1    0    0    1    2    0.292357    0.000000
  -1    0    0    2    1    0.292356    0.000000
  -1    0    0    2    2   -0.511305   -0.000001
  -1    0    1    1    1    0.032424   -0.000000
  -1    0    1    1    2   -0.029338   -0.000001
  -1    0    1    2    1   -0.029814   -0.000000
  -1    0    1    2    2   -0.001731   -0.000000
  -1    1   -1    1    1    0.002613   -0.000001
  -1    1   -1    1    2   -0.000002   -0.000000
  -1    1   -1    2    1   -0.000002    0.000001
  -1    1   -1    2    2    0.002606   -0.000000
  -1    1    0    1    1   -0.018815    0.000000
  -1    1    0    1    2   -0.000237   -0.000001
  -1    1    0    2    1    0.000235   -0.000001
  -1    1    0    2    2    0.049516    0.000000
  -1    1    1    1    1    0.002615    0.000000
  -1    1    1    1    2    0.000004    0.000000
  -1    1    1    2    1    0.000003    0.000000
  -1    1    1    2    2    0.002605   -0.000000
   0   -1   -1    1    1    0.032316    0.000001
   0   -1   -1    1    2    0.029493   -0.000000
   0   -1   -1    2    1    0.029494   -0.000000
   0   -1   -1    2    2   -0.001746    0.000000
   0   -1    0    1    1   -0.173721    0.000001
   0   -1    0    1    2   -0.292358    0.000001
   0   -1    0    2    1   -0.292356    0.000000
   0   -1    0    2    2   -0.511306    0.000001
   0   -1    1    1    1    0.032425   -0.000000
   0   -1    1    1    2    0.029336   -0.000000
   0   -1    1    2    1    0.029814    0.000000
   0   -1    1    2    2   -0.001731   -0.000000
   0    0   -1    1    1   -0.680106   -0.000000
   0    0   -1    1    2    0.000000    0.000000
   0    0   -1    2    1   -0.000001   -0.000001
   0    0   -1    2    2   -0.004924   -0.000000
   0    0    0    1    1   10.268599    0.000000
   0    0    0    1    2    0.000000   -0.000001
   0    0    0    2    1    0.000000    0.000001
   0    0    0    2    2   10.268567   -0.000000
   0    0    1    1    1   -0.680106    0.000000
   0    0    1    1    2   -0.000001    0.000001
   0    0    1    2    1    0.000000   -0.000000
   0    0    1    2    2   -0.004924    0.000000
   0    1   -1    1    1    0.032425    0.000000
   0    1   -1    1    2    0.029814   -0.000000
   0    1   -1    2    1    0.029336    0.000000
   0    1   -1    2    2   -0.001731    0.000000
   0    1    0    1    1   -0.173721   -0.000001
   0    1    0    1    2   -0.292356   -0.000000
   0    1    0    2    1   -0.292358   -0.000001
   0    1    0    2    2   -0.511306   -0.000001
   0    1    1    1    1    0.032316   -0.000001
   0    1    1    1    2    0.029494    0.000000
   0    1    1    2    1    0.029493    0.000000
   0    1    1    2    2   -0.001746   -0.000000
   1   -1   -1    1    1    0.002615   -0.000000
   1   -1   -1    1    2    0.000003   -0.000000
   1   -1   -1    2    1    0.000004   -0.000000
   1   -1   -1    2    2    0.002605    0.000000
   1   -1    0    1    1   -0.018815   -0.000000
   1   -1    0    1    2    0.000235    0.000001
   1   -1    0    2    1   -0.000237    0.000001
   1   -1    0    2    2    0.049516   -0.000000
   1   -1    1    1    1    0.002613    0.000001
   1   -1    1    1    2   -0.000002   -0.000001
   1   -1    1    2    1   -0.000002    0.000000
   1   -1    1    2    2    0.002606    0.000000
   1    0   -1    1    1    0.032424    0.000000
   1    0   -1    1    2   -0.029814    0.000000
   1    0   -1    2    1   -0.029338    0.000001
   1    0   -1    2    2   -0.001731    0.000000
   1    0    0    1    1   -0.173720    0.000001
   1    0    0    1    2    0.292356   -0.000000
   1    0    0    2    1    0.292357   -0.000000
   1    0    0    2    2   -0.511305    0.000001
   1    0    1    1    1    0.032316   -0.000001
   1    0    1    1    2   -0.029494    0.000000
   1    0    1    2    1   -0.029492   -0.000000
   1    0    1    2    2   -0.001745   -0.000000
   1    1   -1    1    1    0.002609    0.000000
   1    1   -1    1    2   -0.000001    0.000000
   1    1   -1    2    1    0.000000   -0.000000
   1    1   -1    2    2    0.002610   -0.000001
   1    1    0    1    1   -0.018778    0.000000
   1    1    0    1    2    0.000000   -0.000001
   1    1    0    2    1   -0.000000    0.000000
   1    1    0    2    2    0.049354    0.000001
   1    1    1    1    1    0.002627    0.000001
   1    1    1    1    2   -0.000001   -0.000001
   1    1    1    2    1   -0.000001    0.000000
   1    1    1    2    2    0.002621    0.000000
