Written by banddownfolder on 2023-08-16 20:54:28.840121
     3
    27
   1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
   1    1    1    1    1    1    1    1    1    1    1    1 
  -1   -1   -1    1    1   -0.000804    0.000000
  -1   -1   -1    1    2   -0.000440    0.000000
  -1   -1   -1    1    3   -0.000404   -0.000000
  -1   -1   -1    2    1   -0.000518   -0.000000
  -1   -1   -1    2    2   -0.001007   -0.000000
  -1   -1   -1    2    3   -0.000629    0.000000
  -1   -1   -1    3    1   -0.000485    0.000000
  -1   -1   -1    3    2   -0.000270    0.000000
  -1   -1   -1    3    3   -0.001163   -0.000000
  -1   -1    0    1    1   -0.001396   -0.000000
  -1   -1    0    1    2   -0.000093    0.000000
  -1   -1    0    1    3    0.000162   -0.000000
  -1   -1    0    2    1   -0.000130   -0.000000
  -1   -1    0    2    2   -0.001447   -0.000000
  -1   -1    0    2    3    0.000223   -0.000000
  -1   -1    0    3    1   -0.000073   -0.000000
  -1   -1    0    3    2   -0.000097   -0.000000
  -1   -1    0    3    3    0.000352   -0.000000
  -1   -1    1    1    1   -0.001094   -0.000000
  -1   -1    1    1    2   -0.000449    0.000000
  -1   -1    1    1    3    0.000353    0.000000
  -1   -1    1    2    1   -0.000532    0.000000
  -1   -1    1    2    2   -0.000799   -0.000000
  -1   -1    1    2    3    0.000519    0.000000
  -1   -1    1    3    1    0.000554    0.000000
  -1   -1    1    3    2    0.000407   -0.000000
  -1   -1    1    3    3   -0.001032    0.000000
  -1    0   -1    1    1   -0.001928    0.000000
  -1    0   -1    1    2    0.000008    0.000000
  -1    0   -1    1    3   -0.000022    0.000000
  -1    0   -1    2    1    0.000055    0.000000
  -1    0   -1    2    2    0.000837    0.000000
  -1    0   -1    2    3    0.000081   -0.000000
  -1    0   -1    3    1   -0.000199   -0.000000
  -1    0   -1    3    2   -0.000064    0.000000
  -1    0   -1    3    3   -0.002537    0.000000
  -1    0    0    1    1   -0.003765   -0.000000
  -1    0    0    1    2   -0.000011    0.000000
  -1    0    0    1    3   -0.000808   -0.000000
  -1    0    0    2    1    0.000029    0.000000
  -1    0    0    2    2    0.000388    0.000000
  -1    0    0    2    3   -0.000090    0.000000
  -1    0    0    3    1    0.000773   -0.000000
  -1    0    0    3    2   -0.000082   -0.000000
  -1    0    0    3    3   -0.000472   -0.000000
  -1    0    1    1    1   -0.000984    0.000000
  -1    0    1    1    2   -0.000082    0.000000
  -1    0    1    1    3    0.000205    0.000000
  -1    0    1    2    1   -0.000031    0.000000
  -1    0    1    2    2   -0.000039   -0.000000
  -1    0    1    2    3   -0.000033    0.000000
  -1    0    1    3    1    0.000126    0.000000
  -1    0    1    3    2    0.000127   -0.000000
  -1    0    1    3    3   -0.000516   -0.000000
  -1    1   -1    1    1   -0.001570    0.000000
  -1    1   -1    1    2    0.000432    0.000000
  -1    1   -1    1    3   -0.000534    0.000000
  -1    1   -1    2    1    0.000463    0.000000
  -1    1   -1    2    2   -0.001595   -0.000000
  -1    1   -1    2    3    0.000548    0.000000
  -1    1   -1    3    1   -0.000376   -0.000000
  -1    1   -1    3    2    0.000334   -0.000000
  -1    1   -1    3    3   -0.002162    0.000000
  -1    1    0    1    1   -0.001529   -0.000000
